0.866666667	0.8	0.8	0.733333333	0.733333333	0.733333333	0.333333333	0.133333333	0	0.8	0.2	0.733333333	0.8	0.8	0.733333333	0.333333333	0.266666667	0.333333333	0.333333333	0.333333333	0.333333333
0.933333333	0.933333333	0.8	0.733333333	0.666666667	0.666666667	0.333333333	0.333333333	0.133333333	0.8	0.333333333	0.666666667	0.933333333	0.8	0.666666667	0.333333333	0.2	0.333333333	0.333333333	0.333333333	0.333333333
0.866666667	0.8	0.733333333	0.666666667	0.666666667	0.666666667	0.4	0.4	0.2	0.733333333	0.4	0.666666667	0.8	0.733333333	0.666666667	0.4	0.266666667	0.4	0.4	0.4	0.4
0.866666667	0.8	0.666666667	0.6	0.6	0.6	0.2	0.2	0	0.666666667	0.2	0.6	0.8	0.666666667	0.6	0.2	0.333333333	0.2	0.2	0.2	0.2
1	0.933333333	0.866666667	0.733333333	0.666666667	0.666666667	0.266666667	0.4	0.133333333	0.866666667	0.2	0.666666667	0.933333333	0.866666667	0.666666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667	0.266666667
0.933333333	0.933333333	0.8	0.8	0.8	0.8	0.333333333	0.466666667	0.2	0.8	0.266666667	0.8	0.933333333	0.8	0.8	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333
0.933333333	0.866666667	0.666666667	0.533333333	0.533333333	0.533333333	0.333333333	0.2	0.066666667	0.666666667	0.266666667	0.533333333	0.866666667	0.666666667	0.533333333	0.333333333	0.2	0.333333333	0.333333333	0.333333333	0.333333333
0.933333333	0.933333333	0.866666667	0.733333333	0.666666667	0.666666667	0.2	0.266666667	0	0.866666667	0.066666667	0.666666667	0.933333333	0.866666667	0.666666667	0.2	0.333333333	0.2	0.2	0.2	0.2
0.933333333	0.866666667	0.733333333	0.666666667	0.666666667	0.666666667	0.266666667	0.333333333	0.133333333	0.733333333	0.133333333	0.666666667	0.866666667	0.733333333	0.666666667	0.266666667	0.2	0.266666667	0.266666667	0.266666667	0.266666667
0.8	0.8	0.666666667	0.6	0.6	0.6	0.4	0.133333333	0.066666667	0.666666667	0.266666667	0.6	0.8	0.666666667	0.6	0.4	0.066666667	0.4	0.4	0.4	0.4
0.907 	0.867 	0.760 	0.680 	0.660 	0.660 	0.307 	0.287 	0.093 	0.760 	0.233 	0.660 	0.867 	0.760 	0.660 	0.307 	0.247 	0.307 	0.307 	0.307 	0.307 
